,index,model,runtime,ftime,n_x,tmp,dpt,cld,wdr,wsp,p06,p12,q06,q12,t06_1,t06_2,t12_1,t12_2,snw,cig,vis,obv,poz,pos,typ,sky,gst,t03,pzr,psn,ppl,pra,s06,slv,i06,lcb,swh,station,dur,mht,twd,tws,hid,sol,q24,p24,t24,ccg,ppo,pco,cvs,lp1,lc1,cp1,cc1,s12,i12,s24,pzp,prs,txn,xnd,tsd,dsd,ssd,gsd,ifc,ifv,mvc,mvv,liv,wsd,p01,pc1,t06,t12,runtime_utc,ftime_utc
0,0,LAV,2021-10-30 12:00,2021-10-30 13:00,,55.0,54.0,OV,80.0,17.0,,,,,,,,,,3,7,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,44.0,Y,5,0.0,N,5.0,N,,,,,,,,,,,,,,,,,,1,N,,,2021-10-30T12:00:00.000Z,2021-10-30T13:00:00.000Z
1,1,LAV,2021-10-30 12:00,2021-10-30 14:00,,55.0,54.0,OV,80.0,16.0,,,,,,,,,,3,6,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,24.0,N,5,0.0,N,4.0,N,,,,,,,,,,,,,,,,,,33,N,,,2021-10-30T12:00:00.000Z,2021-10-30T14:00:00.000Z
2,2,LAV,2021-10-30 12:00,2021-10-30 15:00,,55.0,54.0,OV,80.0,15.0,,,,,,,,,,3,5,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,16.0,N,5,0.0,N,5.0,N,,,,,,,,,,,,,,,,,,14,N,,,2021-10-30T12:00:00.000Z,2021-10-30T15:00:00.000Z
3,3,LAV,2021-10-30 12:00,2021-10-30 16:00,,56.0,55.0,OV,80.0,15.0,,,,,,,,,,3,5,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,25.0,N,5,0.0,N,4.0,N,,,,,,,,,,,,,,,,,,15,N,,,2021-10-30T12:00:00.000Z,2021-10-30T16:00:00.000Z
4,4,LAV,2021-10-30 12:00,2021-10-30 17:00,,56.0,56.0,OV,70.0,14.0,,,,,,,,,,3,5,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,34.0,N,5,0.0,N,2.0,N,,,,,,,,,,,,,,,,,,19,N,,,2021-10-30T12:00:00.000Z,2021-10-30T17:00:00.000Z
5,5,LAV,2021-10-30 12:00,2021-10-30 18:00,,56.0,56.0,OV,70.0,14.0,46.0,,,,,,,,,3,4,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,49.0,Y,5,0.0,N,3.0,N,,,,,,,,,,,,,,,,,,16,N,,,2021-10-30T12:00:00.000Z,2021-10-30T18:00:00.000Z
6,6,LAV,2021-10-30 12:00,2021-10-30 19:00,,56.0,56.0,OV,70.0,12.0,,,,,,,,,,3,3,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,65.0,Y,4,0.0,N,14.0,L,,,,,,,,,,,,,,,,,,40,Y,,,2021-10-30T12:00:00.000Z,2021-10-30T19:00:00.000Z
7,7,LAV,2021-10-30 12:00,2021-10-30 20:00,,56.0,56.0,OV,70.0,12.0,,,,,,,,,,2,3,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,77.0,Y,3,0.0,N,25.0,M,,,,,,,,,,,,,,,,,,65,Y,,,2021-10-30T12:00:00.000Z,2021-10-30T20:00:00.000Z
8,8,LAV,2021-10-30 12:00,2021-10-30 21:00,,56.0,56.0,OV,70.0,12.0,,,,,,,,,,2,3,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,88.0,Y,3,0.0,N,31.0,H,,,,,,,,,,,,,,,,,,86,Y,,,2021-10-30T12:00:00.000Z,2021-10-30T21:00:00.000Z
9,9,LAV,2021-10-30 12:00,2021-10-30 22:00,,56.0,56.0,OV,60.0,13.0,,,,,,,,,,2,3,FG,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,97.0,Y,4,0.0,N,40.0,H,,,,,,,,,,,,,,,,,,90,Y,,,2021-10-30T12:00:00.000Z,2021-10-30T22:00:00.000Z
10,10,LAV,2021-10-30 12:00,2021-10-30 23:00,,56.0,56.0,OV,60.0,15.0,,,,,,,,,,2,2,FG,0.0,0.0,R ,,21.0,,,,,,,,,,,KBOS,,,,,,,,,,3,100.0,Y,2,2.0,N,47.0,H,,,,,,,,,,,,,,,,,,100,Y,,,2021-10-30T12:00:00.000Z,2021-10-30T23:00:00.000Z
11,11,LAV,2021-10-30 12:00,2021-10-31 00:00,,56.0,56.0,OV,50.0,15.0,100.0,,,,,,,,,2,3,FG,0.0,0.0,R ,,21.0,,,,,,,,,,,KBOS,,,,,,,,,,2,100.0,Y,4,1.0,N,38.0,H,,,,,,,,,,,,,,,,,,89,Y,,,2021-10-30T12:00:00.000Z,2021-10-31T00:00:00.000Z
12,12,LAV,2021-10-30 12:00,2021-10-31 01:00,,56.0,56.0,OV,60.0,13.0,,,,,,,,,,2,2,FG,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,100.0,Y,4,2.0,N,42.0,H,,,,,,,,,,,,,,,,,,77,Y,,,2021-10-30T12:00:00.000Z,2021-10-31T01:00:00.000Z
13,13,LAV,2021-10-30 12:00,2021-10-31 02:00,,56.0,55.0,OV,60.0,14.0,,,,,,,,,,3,3,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,3,100.0,Y,4,2.0,N,28.0,M,,,,,,,,,,,,,,,,,,74,Y,,,2021-10-30T12:00:00.000Z,2021-10-31T02:00:00.000Z
14,14,LAV,2021-10-30 12:00,2021-10-31 03:00,,56.0,55.0,OV,60.0,12.0,,,,,,,,,,2,2,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,100.0,Y,3,4.0,N,24.0,M,,,,,,,,,,,,,,,,,,58,Y,,,2021-10-30T12:00:00.000Z,2021-10-31T03:00:00.000Z
15,15,LAV,2021-10-30 12:00,2021-10-31 04:00,,56.0,55.0,OV,60.0,12.0,,,,,,,,,,2,2,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,100.0,Y,2,7.0,N,29.0,H,,,,,,,,,,,,,,,,,,42,Y,,,2021-10-30T12:00:00.000Z,2021-10-31T04:00:00.000Z
16,16,LAV,2021-10-30 12:00,2021-10-31 05:00,,57.0,55.0,OV,70.0,12.0,,,,,,,,,,2,2,FG,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,100.0,Y,2,8.0,L,30.0,H,,,,,,,,,,,,,,,,,,59,Y,,,2021-10-30T12:00:00.000Z,2021-10-31T05:00:00.000Z
17,17,LAV,2021-10-30 12:00,2021-10-31 06:00,,58.0,55.0,OV,70.0,11.0,95.0,,,,,,,,,2,2,FG,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,100.0,Y,2,5.0,N,29.0,H,,,,,,,,,,,,,,,,,,61,Y,,,2021-10-30T12:00:00.000Z,2021-10-31T06:00:00.000Z
18,18,LAV,2021-10-30 12:00,2021-10-31 07:00,,58.0,55.0,OV,70.0,12.0,,,,,,,,,,2,2,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,94.0,Y,2,3.0,N,25.0,M,,,,,,,,,,,,,,,,,,42,Y,,,2021-10-30T12:00:00.000Z,2021-10-31T07:00:00.000Z
19,19,LAV,2021-10-30 12:00,2021-10-31 08:00,,58.0,55.0,OV,250.0,12.0,,,,,,,,,,2,2,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,90.0,Y,2,3.0,N,22.0,M,,,,,,,,,,,,,,,,,,30,Y,,,2021-10-30T12:00:00.000Z,2021-10-31T08:00:00.000Z
20,20,LAV,2021-10-30 12:00,2021-10-31 09:00,,58.0,55.0,OV,250.0,13.0,,,,,,,,,,2,2,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,83.0,Y,2,2.0,N,20.0,M,,,,,,,,,,,,,,,,,,7,N,,,2021-10-30T12:00:00.000Z,2021-10-31T09:00:00.000Z
21,21,LAV,2021-10-30 12:00,2021-10-31 10:00,,58.0,54.0,OV,240.0,11.0,,,,,,,,,,2,2,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,69.0,Y,3,0.0,N,14.0,L,,,,,,,,,,,,,,,,,,4,N,,,2021-10-30T12:00:00.000Z,2021-10-31T10:00:00.000Z
22,22,LAV,2021-10-30 12:00,2021-10-31 11:00,,58.0,53.0,OV,230.0,9.0,,,,,,,,,,2,2,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,52.0,Y,3,0.0,N,9.0,N,,,,,,,,,,,,,,,,,,3,N,,,2021-10-30T12:00:00.000Z,2021-10-31T11:00:00.000Z
23,23,LAV,2021-10-30 12:00,2021-10-31 12:00,,58.0,53.0,OV,220.0,9.0,65.0,,,,,,,,,2,2,BR,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,33.0,N,5,0.0,N,3.0,N,,,,,,,,,,,,,,,,,,2,N,,,2021-10-30T12:00:00.000Z,2021-10-31T12:00:00.000Z
24,24,LAV,2021-10-30 12:00,2021-10-31 13:00,,58.0,52.0,OV,230.0,9.0,,,,,,,,,,2,2,N ,0.0,0.0,R ,,,,,,,,,,,,,KBOS,,,,,,,,,,2,23.0,N,6,0.0,N,4.0,N,,,,,,,,,,,,,,,,,,3,N,,,2021-10-30T12:00:00.000Z,2021-10-31T13:00:00.000Z
25,25,LAV,2021-10-30 12:00,2021-10-31 14:00,,,,OV,,,,,,,,,,,,2,5,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,2,,,7,,,,,,,,,,,,,,,,,,,,,,3,N,,,2021-10-30T12:00:00.000Z,2021-10-31T14:00:00.000Z
26,26,LAV,2021-10-30 12:00,2021-10-31 15:00,,,,OV,,,,,,,,,,,,6,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,6,,,7,,,,,,,,,,,,,,,,,,,,,,4,N,,,2021-10-30T12:00:00.000Z,2021-10-31T15:00:00.000Z
27,27,LAV,2021-10-30 12:00,2021-10-31 16:00,,,,BK,,,,,,,,,,,,6,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,6,,,7,,,,,,,,,,,,,,,,,,,,,,5,N,,,2021-10-30T12:00:00.000Z,2021-10-31T16:00:00.000Z
28,28,LAV,2021-10-30 12:00,2021-10-31 17:00,,,,BK,,,,,,,,,,,,6,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,6,,,7,,,,,,,,,,,,,,,,,,,,,,5,N,,,2021-10-30T12:00:00.000Z,2021-10-31T17:00:00.000Z
29,29,LAV,2021-10-30 12:00,2021-10-31 18:00,,,,BK,,,12.0,,,,,,,,,6,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,3,,,7,,,,,,,,,,,,,,,,,,,,,,6,N,,,2021-10-30T12:00:00.000Z,2021-10-31T18:00:00.000Z
30,30,LAV,2021-10-30 12:00,2021-10-31 19:00,,,,BK,,,,,,,,,,,,6,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,2,,,7,,,,,,,,,,,,,,,,,,,,,,7,N,,,2021-10-30T12:00:00.000Z,2021-10-31T19:00:00.000Z
31,31,LAV,2021-10-30 12:00,2021-10-31 20:00,,,,OV,,,,,,,,,,,,7,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,7,,,7,,,,,,,,,,,,,,,,,,,,,,8,N,,,2021-10-30T12:00:00.000Z,2021-10-31T20:00:00.000Z
32,32,LAV,2021-10-30 12:00,2021-10-31 21:00,,,,OV,,,,,,,,,,,,7,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,7,,,7,,,,,,,,,,,,,,,,,,,,,,8,N,,,2021-10-30T12:00:00.000Z,2021-10-31T21:00:00.000Z
33,33,LAV,2021-10-30 12:00,2021-10-31 22:00,,,,OV,,,,,,,,,,,,7,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,7,,,7,,,,,,,,,,,,,,,,,,,,,,8,N,,,2021-10-30T12:00:00.000Z,2021-10-31T22:00:00.000Z
34,34,LAV,2021-10-30 12:00,2021-10-31 23:00,,,,OV,,,,,,,,,,,,7,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,2,,,7,,,,,,,,,,,,,,,,,,,,,,7,N,,,2021-10-30T12:00:00.000Z,2021-10-31T23:00:00.000Z
35,35,LAV,2021-10-30 12:00,2021-11-01 00:00,,,,BK,,,17.0,,,,,,,,,7,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,7,,,7,,,,,,,,,,,,,,,,,,,,,,7,N,,,2021-10-30T12:00:00.000Z,2021-11-01T00:00:00.000Z
36,36,LAV,2021-10-30 12:00,2021-11-01 01:00,,,,BK,,,,,,,,,,,,7,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,7,,,7,,,,,,,,,,,,,,,,,,,,,,6,N,,,2021-10-30T12:00:00.000Z,2021-11-01T01:00:00.000Z
37,37,LAV,2021-10-30 12:00,2021-11-01 02:00,,,,BK,,,,,,,,,,,,8,7,N ,,,,,,,,,,,,,,,,KBOS,,,,,,,,,,7,,,7,,,,,,,,,,,,,,,,,,,,,,5,N,,,2021-10-30T12:00:00.000Z,2021-11-01T02:00:00.000Z
